sk_cid;cd_cid;ds_cid;dt_carga
3424;i708;aterosclerose de outras artérias;2025-10-04 02:54:51
3425;i709;aterosclerose generalizada e a não especificada;2025-10-04 02:54:51
3426;i710;aneurisma dissecante da aorta [qualquer porção];2025-10-04 02:54:51
3427;i711;aneurisma da aorta torácica, roto;2025-10-04 02:54:51
3428;i712;aneurisma da aorta torácica, sem menção de ruptura;2025-10-04 02:54:51
3429;i713;aneurisma da aorta abdominal, roto;2025-10-04 02:54:51
3430;i714;aneurisma da aorta abdominal, sem menção de ruptura;2025-10-04 02:54:51
3431;i715;aneurisma da aorta tóraco-abdominal, roto;2025-10-04 02:54:51
3432;i716;aneurisma da aorta toráco-abdominal, sem menção de ruptura;2025-10-04 02:54:51
3433;i718;aneurisma da aorta de localização não especificada, roto;2025-10-04 02:54:51
3434;i719;aneurisma aórtico de localização não especificada, sem menção de ruptura;2025-10-04 02:54:51
3435;i720;aneurisma da artéria carótida;2025-10-04 02:54:51
3436;i721;aneurisma de artéria dos membros superiores;2025-10-04 02:54:51
3437;i722;aneurisma da artéria renal;2025-10-04 02:54:51
3438;i723;aneurisma de artéria ilíaca;2025-10-04 02:54:51
3439;i724;aneurisma de artéria dos membros inferiores;2025-10-04 02:54:51
3440;i728;aneurisma de outras artérias especificadas;2025-10-04 02:54:51
3441;i729;aneurisma de localização não especificada;2025-10-04 02:54:51
3442;i730;síndrome de raynaud;2025-10-04 02:54:51
3443;i731;tromboangeíte obliterante [doença de buerger];2025-10-04 02:54:51
3444;i738;outras doenças vasculares periféricas especificadas;2025-10-04 02:54:51
3445;i739;doenças vasculares periféricas não especificada;2025-10-04 02:54:51
3446;i740;embolia e trombose da aorta abdominal;2025-10-04 02:54:51
3447;i741;embolia e trombose de outras porções da aorta e das não especificadas;2025-10-04 02:54:51
3448;i742;embolia e trombose de artérias dos membros superiores;2025-10-04 02:54:51
3449;i743;embolia e trombose de artérias dos membros inferiores;2025-10-04 02:54:51
3450;i744;embolia e trombose de artérias dos membros não especificadas;2025-10-04 02:54:51
3451;i745;embolia e trombose da artéria ilíaca;2025-10-04 02:54:51
3452;i748;embolia e trombose de outras artérias;2025-10-04 02:54:51
3453;i749;embolia e trombose de artéria não especificada;2025-10-04 02:54:51
3454;i770;fístula arteriovenosa adquirida;2025-10-04 02:54:51
3455;i771;estenose de artéria;2025-10-04 02:54:51
3456;i772;ruptura de artéria;2025-10-04 02:54:51
3457;i773;displasia fibromuscular arterial;2025-10-04 02:54:51
3458;i774;síndrome de compressão da artéria celíaca;2025-10-04 02:54:51
3459;i775;necrose de artéria;2025-10-04 02:54:51
3460;i776;arterite não especificada;2025-10-04 02:54:51
3461;i778;outras afecções especificadas das artérias e das arteríolas;2025-10-04 02:54:51
3462;i779;afecções de artérias e arteríolas, não especificadas;2025-10-04 02:54:51
3463;i780;telangiectasia hemorrágica hereditária;2025-10-04 02:54:51
3464;i781;nevo não-neoplásico;2025-10-04 02:54:51
3465;i788;outras doenças dos capilares;2025-10-04 02:54:51
3466;i789;doenças não especificadas dos capilares;2025-10-04 02:54:51
3467;i790;aneurisma da aorta em doenças classificadas em outra parte;2025-10-04 02:54:51
3468;i791;aortite em doenças classificadas em outra parte;2025-10-04 02:54:51
3469;i792;angiopatia periférica em doenças classificadas em outra parte;2025-10-04 02:54:51
3470;i798;outros transtornos das artérias, das arteríolas e dos capilares em doenças classificadas em outra parte;2025-10-04 02:54:51
3471;i800;flebite e tromboflebite dos vasos superficiais dos membros inferiores;2025-10-04 02:54:51
3472;i801;flebite e tromboflebite da veia femural;2025-10-04 02:54:51
3473;i802;flebite e tromboflebite de outros vasos profundos dos membros inferiores;2025-10-04 02:54:51
3474;i803;flebite e tromboflebite dos membros inferiores, não especificada;2025-10-04 02:54:51
3475;i808;flebite e tromboflebite de outras localizações;2025-10-04 02:54:51
3476;i809;flebite e tromboflebite de localização não especificada;2025-10-04 02:54:51
3477;i81;trombose da veia porta;2025-10-04 02:54:51
3478;i820;síndrome de budd-chiari;2025-10-04 02:54:51
3479;i821;tromboflebite migratória;2025-10-04 02:54:51
3480;i822;embolia e trombose de veia cava;2025-10-04 02:54:51
3481;i823;embolia e trombose de veia renal;2025-10-04 02:54:51
3482;i828;embolia e trombose de outras veias especificadas;2025-10-04 02:54:51
3483;i829;embolia e trombose venosas de veia não especificada;2025-10-04 02:54:51
3484;i830;varizes dos membros inferiores com úlcera;2025-10-04 02:54:51
3485;i831;varizes dos membros inferiores com inflamação;2025-10-04 02:54:51
3486;i832;varizes dos membros inferiores com úlcera e inflamação;2025-10-04 02:54:51
3487;i839;varizes dos membros inferiores sem úlcera ou inflamação;2025-10-04 02:54:51
3488;i840;hemorróidas internas trombosadas;2025-10-04 02:54:51
3489;i841;hemorróidas internas com outras complicações;2025-10-04 02:54:51
3490;i842;hemorróidas internas sem complicações;2025-10-04 02:54:51
3491;i843;hemorróidas externas trombosadas;2025-10-04 02:54:51
3492;i844;hemorróidas externas com outras complicações;2025-10-04 02:54:51
3493;i845;hemorróidas externas sem complicação;2025-10-04 02:54:51
3494;i846;plicomas hemorroidários residuais;2025-10-04 02:54:51
3495;i847;hemorróidas trombosadas, não especificadas;2025-10-04 02:54:51
3496;i848;hemorróidas não especificadas com outras complicações;2025-10-04 02:54:51
3497;i849;hemorróidas sem complicações, não especificadas;2025-10-04 02:54:51
3498;i850;varizes esofagianas sangrantes;2025-10-04 02:54:51
3499;i859;varizes esofagianas sem sangramento;2025-10-04 02:54:51
3500;i860;varizes sublinguais;2025-10-04 02:54:51
3501;i861;varizes escrotais;2025-10-04 02:54:51
3502;i862;varizes pélvicas;2025-10-04 02:54:51
3503;i863;varizes da vulva;2025-10-04 02:54:51
3504;i864;varizes gástricas;2025-10-04 02:54:51
3505;i868;varizes de outras localizações especificadas;2025-10-04 02:54:51
3506;i870;síndrome pós-flebite;2025-10-04 02:54:51
3507;i871;compressão venosa;2025-10-04 02:54:51
3508;i872;insuficiência venosa (crônica) (periférica);2025-10-04 02:54:51
3509;i878;outros transtornos venosos especificados;2025-10-04 02:54:51
3510;i879;transtorno venoso não especificado;2025-10-04 02:54:51
3511;i880;linfadenite mesentérica não específica;2025-10-04 02:54:51
3512;i881;linfadenite crônica, exceto a mesentérica;2025-10-04 02:54:51
3513;i888;outras linfadenites inespecíficas;2025-10-04 02:54:51
3514;i889;linfadenite não especificada;2025-10-04 02:54:51
3515;i890;linfedema não classificado em outra parte;2025-10-04 02:54:51
3516;i891;linfangite;2025-10-04 02:54:51
3517;i898;outros transtornos não-infecciosos, especificados, dos vasos linfáticos e dos gânglios linfáticos;2025-10-04 02:54:51
3518;i899;transtornos não-infecciosos dos vasos linfáticos e dos gânglios linfáticos, não especificados;2025-10-04 02:54:51
3519;i950;hipotensão idiopática;2025-10-04 02:54:51
3520;i951;hipotensão ortostática;2025-10-04 02:54:51
3521;i952;hipotensão devida a drogas;2025-10-04 02:54:51
3522;i958;outros tipos de hipotensão;2025-10-04 02:54:51
3523;i959;hipotensão não especificada;2025-10-04 02:54:51
3524;i970;síndrome pós-cardiotomia;2025-10-04 02:54:51
3525;i971;outros distúrbios funcionais subseqüentes à cirurgia cardíaca;2025-10-04 02:54:51
3526;i972;síndrome do linfedema pós-mastectomia;2025-10-04 02:54:51
3527;i978;outros transtornos do aparelho circulatório subseqüentes a procedimentos não classificados em outra parte;2025-10-04 02:54:51
3528;i979;transtornos do aparelho circulatório, subseqüentes a procedimento não especificado;2025-10-04 02:54:51
3529;i980;sífilis cardiovascular;2025-10-04 02:54:51
3530;i981;transtornos cardiovasculares em outras doenças infecciosas e parasitárias classificadas em outra parte;2025-10-04 02:54:51
3531;i982;varizes esofagianas em doenças classificadas em outra parte;2025-10-04 02:54:51
3532;i988;outros transtornos especificados do aparelho circulatório em doenças classificadas em outra parte;2025-10-04 02:54:51
3533;i99;outros transtornos do aparelho circulatório e os não especificados;2025-10-04 02:54:51
3534;j00;nasofaringite aguda [resfriado comum];2025-10-04 02:54:51
3535;j010;sinusite maxilar aguda;2025-10-04 02:54:51
3536;j011;sinusite frontal aguda;2025-10-04 02:54:51
3537;j012;sinusite etmoidal aguda;2025-10-04 02:54:51
3538;j013;sinusite esfenoidal aguda;2025-10-04 02:54:51
3539;j014;pansinusite aguda;2025-10-04 02:54:51
3540;j018;outras sinusites agudas;2025-10-04 02:54:51
3541;j019;sinusite aguda não especificada;2025-10-04 02:54:51
3542;j020;faringite estreptocócica;2025-10-04 02:54:51
3543;j028;faringite aguda devida a outros microorganismos especificados;2025-10-04 02:54:51
3544;j029;faringite aguda não especificada;2025-10-04 02:54:51
3545;j030;amigdalite estreptocócica;2025-10-04 02:54:51
3546;j038;amigdalite aguda devida a outros microorganismos especificados;2025-10-04 02:54:51
3547;j039;amigdalite aguda não especificada;2025-10-04 02:54:51
3548;j040;laringite aguda;2025-10-04 02:54:51
3549;j041;traqueíte aguda;2025-10-04 02:54:51
3550;j042;laringotraqueíte aguda;2025-10-04 02:54:51
3551;j050;laringite obstrutiva aguda [crupe];2025-10-04 02:54:51
3552;j051;epiglotite aguda;2025-10-04 02:54:51
3553;j060;laringofaringite aguda;2025-10-04 02:54:51
3554;j068;outras infecções agudas das vias aéreas superiores de localizações múltiplas;2025-10-04 02:54:51
3555;j069;infecção aguda das vias aéreas superiores não especificada;2025-10-04 02:54:51
3556;j09;influenza [gripe] devida a vírus identificado da gripe aviária;2025-10-04 02:54:51
3557;j100;influenza com pneumonia devida a outro vírus da influenza [gripe] identificado;2025-10-04 02:54:51
3558;j101;influenza com outras manifestações respiratórias, devida a outro vírus da influenza [gripe] identificado;2025-10-04 02:54:51
3559;j108;influenza com outras manifestações, devida a outro vírus da influenza [gripe] identificado;2025-10-04 02:54:51
3560;j110;influenza [gripe] com pneumonia, devida a vírus não identificado;2025-10-04 02:54:51
3561;j111;influenza [gripe] com outras manifestações respiratórias, devida a vírus não identificado;2025-10-04 02:54:51
3562;j118;influenza [gripe] com outras manifestações, devida a vírus não identificado;2025-10-04 02:54:51
3563;j120;pneumonia devida a adenovírus;2025-10-04 02:54:51
3564;j121;pneumonia devida a vírus respiratório sincicial;2025-10-04 02:54:51
3565;j122;pneumonia devida à parainfluenza;2025-10-04 02:54:51
3566;j128;outras pneumonias virais;2025-10-04 02:54:51
3567;j129;pneumonia viral não especificada;2025-10-04 02:54:51
3568;j13;pneumonia devida a streptococcus pneumoniae;2025-10-04 02:54:51
3569;j14;pneumonia devida a haemophilus infuenzae;2025-10-04 02:54:51
3570;j150;pneumonia devida à klebsiella pneumoniae;2025-10-04 02:54:51
3571;j151;pneumonia devida a pseudomonas;2025-10-04 02:54:51
3572;j152;pneumonia devida a staphylococcus;2025-10-04 02:54:51
3573;j153;pneumonia devida a streptococcus do grupo b;2025-10-04 02:54:51
3574;j154;pneumonia devida a outros estreptococos;2025-10-04 02:54:51
3575;j155;pneumonia devida a escherichia coli;2025-10-04 02:54:51
3576;j156;pneumonia devida a outras bactérias aeróbicas gram-negativas;2025-10-04 02:54:51
3577;j157;pneumonia devida a mycoplasma pneumoniae;2025-10-04 02:54:51
3578;j158;outras pneumonias bacterianas;2025-10-04 02:54:51
3579;j159;pneumonia bacteriana não especificada;2025-10-04 02:54:51
3580;j160;pneumonia devida a clamídias;2025-10-04 02:54:51
3581;j168;pneumonia devida a outros microorganismos infecciosos especificados;2025-10-04 02:54:51
3582;j170;pneumonia em doenças bacterianas classificadas em outra parte;2025-10-04 02:54:51
3583;j171;pneumonia em doenças virais classificadas em outra parte;2025-10-04 02:54:51
3584;j172;pneumonia em micoses classificadas em outra parte;2025-10-04 02:54:51
3585;j173;pneumonia em doenças parasitárias classificadas em outra parte;2025-10-04 02:54:51
3586;j178;pneumonia em outras doenças classificadas em outra parte;2025-10-04 02:54:51
3587;j180;broncopneumonia não especificada;2025-10-04 02:54:51
3588;j181;pneumonia lobar não especificada;2025-10-04 02:54:51
3589;j182;pneumonia hipostática não especificada;2025-10-04 02:54:51
3590;j188;outras pneumonias devidas a microorganismos não especificados;2025-10-04 02:54:51
3591;j189;pneumonia não especificada;2025-10-04 02:54:51
3592;j200;bronquite aguda devida a mycoplasma pneumoniae;2025-10-04 02:54:51
3593;j201;bronquite aguda devida a haemophilus influenzae;2025-10-04 02:54:51
3594;j202;bronquite aguda devida a estreptococos;2025-10-04 02:54:51
3595;j203;bronquite aguda devida a vírus coxsackie;2025-10-04 02:54:51
3596;j204;bronquite aguda devida a vírus parainfluenza;2025-10-04 02:54:51
3597;j205;bronquite aguda devida a vírus sincicial respiratório;2025-10-04 02:54:51
3598;j206;bronquite aguda devida a rinovírus;2025-10-04 02:54:51
3599;j207;bronquite aguda devida a echovírus;2025-10-04 02:54:51
3600;j208;bronquite aguda devida a outros microorganismos especificados;2025-10-04 02:54:51
3601;j209;bronquite aguda não especificada;2025-10-04 02:54:51
3602;j210;bronquiolite aguda devida a vírus sincicial respiratório;2025-10-04 02:54:51
3603;j218;bronquiolite aguda devida a outros microorganismos especificados;2025-10-04 02:54:51
3604;j219;bronquite aguda não especificada;2025-10-04 02:54:51
3605;j22;infecções agudas não especificada das vias aéreas inferiores;2025-10-04 02:54:51
3606;j300;rinite vasomotora;2025-10-04 02:54:51
3607;j301;rinite alérgica devida a pólen;2025-10-04 02:54:51
3608;j302;outras rinites alérgicas sazonais;2025-10-04 02:54:51
3609;j303;outras rinites alérgicas;2025-10-04 02:54:51
3610;j304;rinite alérgica não especificada;2025-10-04 02:54:51
3611;j310;rinite crônica;2025-10-04 02:54:51
3612;j311;nasofaringite crônica;2025-10-04 02:54:51
3613;j312;faringite crônica;2025-10-04 02:54:51
3614;j320;sinusite maxilar crônica;2025-10-04 02:54:51
3615;j321;sinusite frontal crônica;2025-10-04 02:54:51
3616;j322;sinusite etmoidal crônica;2025-10-04 02:54:51
3617;j323;sinusite esfenoidal crônica;2025-10-04 02:54:51
3618;j324;pansinusite crônica;2025-10-04 02:54:51
3619;j328;outras sinusites crônicas;2025-10-04 02:54:51
3620;j329;sinusite crônica não especificada;2025-10-04 02:54:51
3621;j330;pólipo da cavidade nasal;2025-10-04 02:54:51
3622;j331;degeneração polipóide do seio paranasal;2025-10-04 02:54:51
3623;j338;outros pólipos do seio paranasal;2025-10-04 02:54:51
3624;j339;pólipo nasal não especificado;2025-10-04 02:54:51
3625;j340;abscesso, furúnculo e antraz do nariz;2025-10-04 02:54:51
3626;j341;cisto e mucocele do nariz e do seio paranasal;2025-10-04 02:54:51
3627;j342;desvio do septo nasal;2025-10-04 02:54:51
3628;j343;hipertrofia dos cornetos nasais;2025-10-04 02:54:51
3629;j348;outros transtornos especificados do nariz e dos seios paranasais;2025-10-04 02:54:51
3630;j350;amigdalite crônica;2025-10-04 02:54:51
3631;j351;hipertrofia das amígdalas;2025-10-04 02:54:51
3632;j352;hipertrofia das adenóides;2025-10-04 02:54:51
3633;j353;hipertrofia das amígdalas com hipertrofia das adenóides;2025-10-04 02:54:51
3634;j358;outras doenças crônicas das amígdalas e das adenóides;2025-10-04 02:54:51
3635;j359;doenças das amígdalas e das adenóides não especificadas;2025-10-04 02:54:51
3636;j36;abscesso periamigdaliano;2025-10-04 02:54:51
3637;j370;laringite crônica;2025-10-04 02:54:51
